adwell {"v":["allure","attract"]}
snothe {"v":["amputated"]}
snithed {"v":["amputated"]}
forcorve {"v":["amputated"]}
forcarved {"v":["amputated"]}
belimbed {"v":["amputated"]}
-en {"x":["-an"],"n":["-ian"],"a":[]}
-ish {"x":["-an"],"n":["-ian"]}
-er {"x":["-an"],"n":["-ian"]}
yoretide {"n":["ancient times"]}
Gemma's Rings {"n":["rings"]}
southend {"a":["antarctic"]}
Before Midday {"x":["Ante Meridiem"]}
bloomblue {"n":["anthocyanin"]}
blossomblue {"n":["anthocyanin"]}
bloomlust {"n":["anthophilia"]}
Mantide {"n":["Anthropocene"]}
an- {"x":["anti-"]}
un- {"x":["anti-","de-","dis-","non-"]}
odd behaveness {"n":["behaveness"]}
anallownership {"n":["anticommunism"]}
angemeandom {"n":["anticommunism"]}
withlawwritly {"r":["anticonstitutionally"]}
gainunstathelingmanness {"n":["unstathelingmanness"]}
anbundlerichkedom {"n":["antifascism"]}
bloomgoat {"n":["antilope"]}
witherlawwardness {"n":["antistatism"]}
witherlawmootish {"a":["antistatist"]}
leedward witherling {"n":["witherling"]}
unwretch {"n":["antivillain"]}
watergliding {"n":["aquaplaning"]}
stoneset orfowl {"n":["archeopterix"]}
stonelayed oldenwing {"n":["archeopterix"]}
godfoe {"n":["archfoe"]}
iweapon {"n":["armor"]}
iweaponings {"n":["armor"]}
gouthreaf {"n":["armor"]}
gouthsear {"n":["armor"]}
gouthsare {"n":["armor"]}
shieldwear {"n":["armor"]}
shieldcloth {"n":["armor"]}
helmcladding {"n":["armor"]}
heraweed {"n":["armor"]}
firedskeerp {"n":["armor"]}
rysting {"n":["armor"]}
hereclad {"n":["armor"]}
begear {"v":["armor"]}
ryst {"v":["armor"]}
rist  iron {"v":["iron"]}
shieldhouse {"n":["armory"]}
shieldwearhouse {"n":["armory"]}
helmcladdenhouse {"n":["armory"]}
heraweedhouse {"n":["armory"]}
firedskeerphouse {"n":["armory"]}
weaponhouse {"n":["armory"]}
rysthouse {"n":["armory"]}
lovewulderless {"n":["aromantic"]}
nonelover {"n":["aromantic"]}
trade-some {"a":["artisanal"]}
tradesome {"a":["artisanal"]}
Esetroth {"n":["Asatru"]}
Ostroth {"n":["Asatru"]}
philipdog {"n":["aspin"]}
tungletimer {"n":["astrarium"]}
liefbound tungletimer {"n":["tungletimer"]}
liefless {"a":["atheïst"]}
unliefsome {"a":["atheist"]}
ungodsome {"a":["atheïst"]}
strikechopper {"n":["attack"]}
strikespinner {"n":["attack"]}
yellow dust {"n":["aurum"]}
self- {"x":["auto-"]}
self-light {"v":["autoignite"]}
selfname {"n":["autonym"]}
Selftune {"n":["Autotune"]}
forhead {"n":["forehead"]}
hewenling {"n":["azure"]}
rodling {"n":["bacil"]}
rodmoss {"n":["bacil"]}
Lord's Christening {"n":["Christening"]}
Lord's Fullwightening {"n":["Baptism"]}
wyehut {"n":["barracks"]}
moon bear {"n":["bile bear"]}
beach flightball {"n":["flightball"]}
as long as {"p":["because"],"i":["because"]}
being as {"p":["because"],"i":["because"]}
being that {"p":["because"],"i":["because"]}
for {"p":["because"],"i":["because"]}
inasmuch as {"p":["because"],"i":["because"]}
whereas {"p":["because"],"i":["because"]}
by way {"p":["because"],"i":["because"]}
given that    
because of owing to {"p":["because"],"i":["because"]}
by dint of {"p":["because"],"i":["because"]}
by sake of {"p":["because"],"i":["because"]}
seeing that {"p":["because"],"i":["because"]}
For-that {"p":["because"],"i":["because"]}
For-the {"p":["because"],"i":["because"]}
For-why {"p":["because"],"i":["because"]}
For-than {"p":["because"],"i":["because"]}
forwhy because {"p":["because"],"i":["because"]}
forof because of {"p":["because"],"i":["because"]}
befrum {"p":["because"],"i":["because"]}
afteras {"p":["because"],"i":["because"]}
on grounds of {"p":["because"],"i":["because"]}
that {"p":["because"],"i":["because"]}
beway {"p":["because"],"i":["because"]}
for that {"p":["because"],"i":["because"]}
note that no hyphen is used {"p":["because"],"i":["because"]}
forthy that {"p":["because"],"i":["because"]}
uptreading {"n":["behavior"]}
two- {"x":["bi-"]}
twi- {"x":["bi-"]}
life- {"x":["bio-"]}
twiliefer {"n":["biromantic"]}
twiliever {"n":["biromantic"]}
twilover {"n":["biromantic"]}
Blairer {"n":[]}
fleckless {"a":["blemishless"]}
hikemouse {"n":["blue titmouse"]}
Bight of the Bottomlands {"n":["Bothnia"]}
meartree {"n":["boundary tree"]}
well done {"i":["bravo!"],"a":["perfect"]}
glimtree fir {"n":["fir"]}
rudwood {"n":["Brazilwood"]}
grithbruck  pl {"n":["breach"]}
grithbrucken {"n":["breach"]}
frithbreach {"n":["breach"]}
kniss {"v":["break"]}
brewcraft {"n":["brewology"]}
bystreak {"n":["byline"]}
see Kalends {"n":["Kalends"]}
longhandwritingise {"n":["pen"]}
-iron {"n":[]}
headburg {"n":["capital city"]}
kinesettle {"n":["capital"]}
headstead {"n":["capital city"]}
kidneynut {"n":["cashewnut"]}
weaponsstandstill {"n":["ceasefire"]}
blindwriter {"n":["cecograph"]}
heaven's bow {"n":["celestial bow"]}
nowlifen {"n":["cenozoic"]}
eld of suckledeer {"n":["cenozoic"]}
high-king {"n":["Cesar"]}
kaiser {"n":["Cesar"]}
longseat {"n":["longseat"]}
longsettle {"n":["longsettle"]}
inwreak {"v":["chasten","castigate","chastise"]}
bewreak {"v":["chasten","chastise"]}
insmite {"v":["chasten"]}
keelhaul {"v":["chastize"]}
ream out {"v":["chastize"]}
tongue-lash {"v":["chastize"]}
maisterwork {"n":["chef d'oeuvre"]}
's {"p":["chez _____"],"i":["chez _____"]}
headwoman {"n":["chieftain"]}
folktow {"n":["chieftain"]}
headling {"n":["chief","chieftain"]}
upbend driff {"n":["driff"]}
Hanrown {"n":["Chinese character"]}
moonrown {"n":["moonsign"]}
handlore {"n":["Chirology"]}
um- {"x":["circul-","en-"]}
umb- {"x":["circum","en"]}
fellow- {"x":["co-"]}
by- {"x":["co"]}
i- {"x":["co-"]}
even- {"x":["co-"]}
kidney killer {"n":["Coca-Cola"]}
mucksnuffbrew {"n":["Coca-Cola"]}
balls {"n":["cojones"]}
likener {"n":["comparator"]}
bonemealer {"n":["composter"]}
as for {"p":["concerning"],"i":["concerning"]}
as far as {"p":["concerning"],"i":["concerning"]}
beforordealt {"n":["condemned"]}
forordealer {"n":["condemner"]}
doomer {"n":["condemner"]}
caillore {"n":["conics"]}
overwinner {"n":["conquerer"]}
be made up of {"v":["consist"]}
bestand of {"v":["consist"]}
plotlore {"n":["conspiracy"]}
wiseman {"n":["conspiracy theorist"]}
plot-beholder {"n":["conspiracy theorist"]}
plotbeholding {"n":["conspiracy"]}
bereading {"n":["consulation"]}
kippern {"a":["coppern"]}
earen {"a":["coppern"]}
Wreathbeer {"n":["Corona"]}
workrede {"n":["corvée-work"]}
fard {"n":["cosmetics"]}
tungleheight meter {"n":["meter"]}
Windward Shore {"n":[]}
Tusk Shore {"n":["Shore"]}
Elpbone Shore {"n":["Shore"]}
with- {"x":["counter"]}
wither- {"x":["counter"]}
apeware {"n":["counterfeits"]}
witherclap {"n":["counterstroke"]}
richstrike {"n":["coup"]}
lithing {"n":["mercyblow"]}
miltstroke {"n":["endblow"]}
roofed deck {"n":["covered area"]}
by-worker {"n":["coworker"]}
dog's bollocks {"n":["best"]}
best of the best {"n":["best"]}
fat of the land {"n":["creme de la creme"]}
wool-yarn {"n":["yarn"]}
coldbehandling {"n":["cryotherapy"]}
-gale {"x":[]}
gazle {"x":["-cule"]}
wedgebones {"n":["cuneiform"]}
wedge-shaped writing {"n":["cuneiform"]}
besunderledge {"n":["customization"]}
doglore {"n":["doglore"]}
palmapple {"n":["date-fruit"]}
arvethday {"n":["day"]}
arveth-day {"n":["tribulation"]}
unsour {"v":["deacidify"]}
unsouring {"n":["deacidification"]}
uncoaling {"n":["decarbonisation"]}
deepstone {"n":["deepslate"]}
unwolded {"a":["deforested"]}
misbreak {"v":["defragment"]}
Godtroth {"n":["Deism"]}
foreseen {"n":[]}
unweaponed {"a":["demilitarized"]}
Craftsman {"n":["Demiurge"]}
god of this world {"n":[]}
folk outline {"n":["folk"]}
treering-timetelling {"n":["treering-timetelling"]}
leav {"n":["departure"]}
walking out {"n":["departure"]}
witing {"n":["departing","departure"]}
hingang {"n":["departure"]}
unstone {"v":["destone"]}
back-biting {"n":["detracting"]}
God wills it {"i":["God wills it"]}
our foe {"n":["Devail","Devil"]}
Foe {"n":["Devail"]}
Liar {"n":["Devail"]}
wan-thriven {"a":["poorly"]}
breakmark {"n":["diæresis","diëresis"]}
inlessness {"n":["diminutation"]}
eatingroom {"n":["diningroom"]}
buttern {"n":["diningroom"]}
beetern {"n":["diningroom"]}
mis- {"x":["dis-"]}
skinaddle {"n":["disease"]}
unmight {"v":["disempower"]}
houserede {"v":["domesticate"],"n":[]}
evil look-alike {"n":["doppelgänger"]}
ill-boding look-alike {"n":["doppelgänger"]}
Walking-dead {"n":["doppelgänger"]}
death-ghost {"n":["ghost"]}
twinish-unknowns {"n":["doppelgänger"]}
drought-hardy {"n":["drought resistant"]}
-end {"x":[""]}
-ling {"x":["-let"]}
-ed {"x":["-ee"]}
-der {"x":["-ee"]}
-ther {"x":["-ee"]}
Ail {"x":["Egil"]}
Edgel {"x":["Egil"]}
shirt-stuffing {"n":["egoïsm"]}
self-mindedness {"n":["egoism"]}
crapped out {"a":["egressive"]}
- the practice of writing about one's unhappiness or emotional problems on social media {"a":["attention"]}
especially in a vague way {"a":["emotional"]}
in order to attract attention and sympathetic responses {"a":["emotional"]}
in- {"x":["en-","inter-"]}
be- {"x":["-ize"]}
galdercraft bench {"n":["bench"]}
allkennbook  alkunnebok {"n":["alkunnebok"]}
wisdombook {"n":["wisdombook"]}
in-depth {"a":["encyclopedic","thorough"]}
all-lorish {"a":["lore-full"]}
ettel {"n":["endeavor"],"v":["infer"]}
lifebrick net {"n":["lifebrick net"]}
lifebrick web {"n":["web"]}
inmould net {"n":["inmould net"]}
greenfleet {"v":["environmentally-friendly travel"]}
stargirdler {"n":["equatorium"]}
starlengthreckoner {"n":["starlengthreckoner"]}
horse-riding {"a":["horse-riding"]}
horselandish {"a":["Equestrian"]}
horselanding {"a":["Equestrian"]}
horselinglandish {"a":["Equestrian"]}
horselore {"n":["equinology"]}
red bloodmote {"n":["bloodmote"]}
fleepod {"n":["escape pod"]}
and the like {"x":["et cetera"]}
and what-not {"x":["et cetera"]}
good- {"n":["eu"]}
bet- {"n":["wager"]}
well- {"n":["well"]}
archhurray {"n":["eureka"]}
broadland {"n":[]}
broadleer {"n":["europe"]}
eveland {"n":[]}
gospeling {"n":["evangelization"]}
awakener {"n":["evoker"]}
fore- {"x":["pre-"]}
out- {"x":["ex–"]}
kludging {"n":["exaptation"]}
overheads {"n":["expenses"]}
dole outs {"n":["expenses"]}
handvat of galdering {"n":["bottle"]}
cunball {"n":["orb"]}
sell-by {"n":["expiration date"]}
shendful outlaying {"n":["outlaying"]}
unmix {"v":["exsolve"]}
unmishing {"n":["exsolution"]}
bedswerve {"n":["affair"]}
eye-sweets {"n":["eye-candy"]}
eye-kind {"n":["eye-candy"]}
hewreaden {"n":["household"]}
twocorn {"n":[]}
walben {"n":["fatal"]}
loftglass {"n":["fatamorgana"]}
slipup {"n":["faux-pas"]}
simbleday {"n":["Feast day"]}
Holy Rood Day {"n":["Feast of the Cross"]}
Forhallowing Day {"n":["Feast"]}
Simble of Beems {"n":["Feast of Trumpets"]}
Simble of Unraised Bread {"n":["Feast of Unleavened Bread"]}
catlore {"n":["felinology"]}
man-hater {"n":["manhater","misandrist"]}
were-hater {"n":["feminazi"]}
gome-hater {"n":["feminazi"]}
andgome {"n":["feminazi"]}
with-gome {"n":["house"]}
fifteen- {"x":[]}
dryland fox {"n":["fennec"]}
iron-yielding {"a":["feriferous"]}
ironbear {"a":["feriferous"]}
ironbere {"a":["feriferous"]}
husband-to-be {"n":["fiancé"]}
forloved {"n":["beloved"]}
wife-to-be {"n":["fiancée"]}
swarf {"n":["filings"]}
Philipslandish Tung
Philipish Tung {"n":["Philipish Tung"]}
Flensborough {"n":["Flensburg"]}
flight-dretch {"n":["flight-hooligan"]}
deem worthless {"v":["deem worthless"]}
sea-bits and strew {"n":["strew"]}
loftbow {"n":["flying buttress"]}
forky tail {"n":["forficula"]}
clipshear {"n":["forficula"]}
antlore {"n":["formicology"]}
tongue thrum {"n":["thrum"]}
bridleling {"n":["frenulum"]}
lip-thrum {"n":["frenum"]}
brain-thrum {"n":["frenum"]}
gum-thrum {"n":["frenum"]}
gut-thrum {"n":["frenum"]}
pintle -thrum {"n":["thrum"]}
sop in the pan {"n":["toast"]}
float-wort {"n":["fucacae"]}
seawrack {"n":["fucacae"]}
emberlike {"a":["fuliginous"]}
cinderly {"a":["fuliginous"]}
ashlike {"a":["fuliginous"]}
coomy {"a":["fuliginous"]}
tungy {"a":["gabbling"]}
-wear {"n":["garments"]}
mawstone {"n":["gastrolith"]}
Erelaw {"n":["law"]}
trisandyear {"n":["gigannum"]}
sinewsweet {"n":["glycogeen"]}
godmodry {"n":["godaunt"]}
godeam {"n":["goduncle"]}
fierd {"x":["go on an expedition"]}
Gothenland {"n":["Götaland"]}
Gothland {"n":["Götaland"]}
drawing pad {"n":["drawing pad"]}
great-great-eam {"n":["great-granduncle"]}
eldeldeam
parent's fatherly {"n":["great-granduncle"]}
eldeldfatherbrother
parent's motherly {"n":["great-granduncle"]}
eldeldmotherbrother {"n":["great-granduncle"]}
harmquale {"n":["great suffering"]}
gream 
parent's fatherly {"n":["fatherly"]}
eldfatheream
parent's motherly {"n":["grunkle"]}
eldmotheream {"n":["grunkle"]}
overswallow {"v":["gulp"]}
womanhue {"n":["gyn"]}
shehue {"n":["gynoid"]}
aped handling {"n":["handling"]}
handlewear {"n":["haptic suit"]}
evendeal {"v":["share"]}
gamble anwork evenwear {"n":["evenwear"]}
plightful anwork evenwear {"n":["hazmat suit"]}
untrustworthy anwork evenwear {"n":["hazmat suit"]}
worrisome anwork evenwear {"n":["evenwear"]}
erfless {"a":["heirless"]}
everless {"a":["heirless"]}
Everfrith {"n":["Heisei"]}
Everbliss {"n":[]}
smother-mother {"n":["helicopter parent"]}
smother-father {"n":["helicopter parent"]}
sunlore {"n":["heliology"]}
half- {"x":["half-"]}
sam- {"x":["half"]}
sand- {"x":["hemi-","semi-"]}
some- {"x":["semi"]}
ellenwork {"n":["heroïc deed"]}
helethdom {"n":["heroïsm"]}
andliefer {"a":[]}
andkindfriendly {"a":["friendly"]}
andkindfriendliness {"n":["friendliness"]}
backtown {"n":["hicksville"]}
ashiftwritingly {"a":["historiographic"]}
happenwritingly {"a":["historiographic"]}
Dread-devil books {"n":["horror"]}
A reader of old dread-devil and dread-death books {"n":["dread-devil"]}
creepshow {"n":["horror"]}
overspringed {"a":["hyper"]}
overloop {"n":["hyperloop"]}
toomwain {"n":["hyperloop"]}
TBB {"n":["IBT"]}
- y {"x":["-ic/-ical"]}
fishlore {"n":["icthyology"]}
-ledge {"x":["-ize"]}
The less you know {"x":["ignorance"]}
the better you sleep {"x":["ignorance"]}
undo-without {"a":["indispendable"]}
lower nosely spinner {"n":["inferior nasal concha"]}
swoopstake {"a":["indiscriminated"]}
allwardly {"a":["indiscriminated"]}
manywardly {"a":["indiscriminated"]}
bechild {"v":["infantilize"]}
wanhale {"a":["infirmed"]}
slideshow {"n":["infographic"]}
knowbilthish {"n":["infographic"]}
erdingstow {"n":["inhabitance"]}
inwoning {"n":["inhabitance"]}
share-words {"n":["words"]}
offsight 
ontighting {"n":["intention"]}
between- {"x":["inter"]}
middle- tween- {"x":[]}
tweenredeshiply {"a":["intergovernmental"]}
midtime {"n":["interval"]}
far-between {"n":["interval"]}
midwhile {"n":["interval"]}
Web {"n":["Web"]}
Net {"n":["Internet"]}
Wired {"n":["Internet"]}
tweenet {"n":["Internet"]}
twixnet {"n":["Internet"]}
farwirer {"n":["Internet"]}
worldwatcher {"n":["interpol"]}
shrieking askmark {"n":["interrobang"]}
striking frainmark {"n":["frainmark"]}
ask-bang {"n":["ask-bang"]}
ask-shriek {"n":["ask-shriek"]}
bow-wood 
greenheart {"n":["greenheart"]}
general abstractum {"x":["-ism"]}
-dom
general belief system or school of thought {"x":["school-of-thought"]}
-belief 
political doctrine {"x":["doctrine"]}
-stem 
belief system associated with a person {"x":["system"]}
-ishness {"x":["-ism"]}
-ish belief
belief system as a religious or political establishment {"x":["belief system"]}
-dom
belief as faith {"x":[]}
-troth {"x":["-ism"]}
evenship {"n":["isocracy"]}
-stone {"x":["-ite"]}
-salt {"x":["ite"]}
foxfire {"n":["Jack o'Lantern"]}
marshlight {"n":["Jack o'Lantern"]}
Jack o'Lightvat {"n":["Jack o'Lightvat"]}
marrowhead {"n":["Jack o'Lantern"]}
Halloween-marrow {"n":["JackLantern"]}
Rightwisefrith {"n":["allmoot","kingright"]}
Rightwisebliss {"n":["Jōwa"]}
Bowfrith {"n":["Jōwa"]}
Bowbliss {"n":["speech"]}
Yr {"a":["young"]}
for younger {"a":["younger"]}
deemcraft {"n":["judgecraft"]}
deemful {"a":["judgeful"]}
Gateland {"n":["Jylland"]}
worstwield {"n":["kakistocracy"]}
worstship {"n":["kakistocracy"]}
Calling {"n":["Kalends"]}
silk-treewool tree {"n":["treewool tree"]}
Cat {"n":[]}
s Gate {"n":["gate"]}
Catsgate {"n":["Kattegat"]}
lovespark {"n":["kilig"]}
stal- {"x":["steal"]}
thiefdom {"n":["kleptocracy"]}
dernshaftstone {"n":["kryptonite"]}
lightvat {"n":["lampion"]}
Laywick {"n":["Larvik"]}
first element kinword with Eng {"n":["kinword"]}
and -wick coming from ON vik {"n":["Larvik"]}
furby's {"n":["laundrette"]}
while away the time {"v":["leisure"]}
Ingermanland {"n":["Leningrad"]}
moths {"n":["lepidoptera"]}
-el {"x":["-let"]}
-le {"x":[]}
lifeswend {"n":["life course"]}
intellectual or aesthetic pursuits {"x":["life of the mind"]}
the realm of the imagination {"x":["mind"]}
mind's life {"x":["mental life"]}
speechly cleanliness {"n":["linguistic purism"]}
sheerspeechcraft {"n":["linguistic purism"]}
sweetroot {"n":["liquorice"]}
sweetwood {"n":["liquorice"]}
dread-devils {"n":["horror"]}
death-devils {"n":["devils"]}
A genre of fiction which is intended to frighten {"n":["horror"]}
or startle its readers by inducing feelings of horror and terror {"n":["horror"]}
-lore {"x":["-logy"]}
-craft {"x":["-logy"]}
-frod {"x":["-log"]}
widow-hunter {"n":["lothario"]}
lovester {"n":["loveress"]}
lying-news {"n":["lying-news"]}
moon shape {"n":["phase"]}
mooncast {"n":["lunar phase"]}
shellsprayer {"n":["machine cannon"]}
unbeshamed {"a":["malapert"]}
markearldom {"n":["markearldom"]}
markreeveship {"n":["mark"]}
water-frith {"n":["marine park"]}
bulk middle {"n":["mass"]}
mothername {"n":["matronym"]}
midspan {"n":["media"],"a":["medium"]}
Greatyear {"n":["mega annum"]}
Mickleredyear {"n":["mega annum"]}
twisandyear {"n":[]}
mickletooth {"n":["megalodon"]}
great-haye {"n":["megalodon"]}
great-highcarl {"n":["megalodon"]}
great dog fish {"n":["megalodon"]}
Enlightened Law {"n":["Meiji"]}
Midlifen {"n":[]}
eld of slinkands {"n":["mesozoic"]}
after- {"x":["post-"]}
small- {"x":["tiny"]}
yearthousands {"n":["millennia"]}
thousandyears {"n":["millennia"]}
delvewagon {"n":["minecart"]}
mazebull {"n":["minotaur"]}
bullman {"n":["minotaur"]}
mistroth {"n":["misotheïsm"]}
god-hating {"n":["misotheïsm"]}
hatred of god {"n":["godhate"]}
Gn {"n":["Mister"]}
Her {"n":["Mister"]}
Hr {"n":["Mister"]}
Frea {"n":["Mister"]}
mightcorn {"n":["mightcorn"]}
tailape-puzzle tree {"n":["tailape-puzzle tree"]}
Har {"n":["Sir"]}
Frow {"n":["Missus"]}
cluster- {"x":["multi-"]}
mani- {"x":["multi-"]}
fele- {"x":["multi-"]}
all-in-one {"a":["multi-purpose"]}
smart dust {"n":["nano-technology"]}
kernel wield {"n":["kernel","wield"]}
wallow-sweet {"a":["naseous"]}
barefolk {"n":["naturists"]}
dead- {"x":[]}
death- {"x":["necro"]}
lich- {"x":["necro-"]}
licheater {"n":["necrophage"]}
deadeater {"n":["necrophage"]}
lichluster {"n":["necrophiliac"]}
deadluster {"n":["necrophiliac"]}
unmourner {"n":["nepenthe"]}
Nickelshowbox {"n":["Nickelodeon"]}
Mistworld {"n":["Niflheim"]}
Nevilworld {"n":["Niflheim"]}
Nithehewer {"n":["Níðhöggr"]}
Snowy {"n":["Nivea"]}
Nothing but the best is good enough {"x":["Nil satis nisi optimum"]}
-less {"x":["non"]}
-notwithstanding {"n":["non obstante"]}
rightening {"n":["rightening"]}
beingless {"a":["non-existent"]}
namecouth {"a":["noteworthy"]}
yeming {"v":[],"n":["perception"]}
yearnine {"n":["novennium"]}
Hell weed {"n":["noxious"]}
such as difficult to eradicate plants {"n":["weed"]}
african daisy {"n":["weed"]}
creeping knapweed {"n":["weed"]}
hardhead thistle {"n":["thistle"]}
boneseed {"n":["weed"]}
kernelblaster {"n":["nuclear bomb"]}
wholesome worth {"n":["nutritional worth"]}
healthful worth {"n":["worth"]}
brainlock {"n":["obsessive"]}
yeareight {"n":["octennium"]}
winelust {"n":["wine-love"]}
-hew {"x":["hew"]}
sleepclothes {"n":["sleepclothes"]}
ur- {"x":["proto-"]}
or- {"x":["proto"]}
Orlifen {"n":["paleozoic"]}
eld of fish and lurrows {"n":["fish"]}
life's start {"n":["paleozoic"]}
folmtree {"n":["palmtree"]}
handtree {"n":["palmtree"]}
heriworthy {"a":["palmary"]}
Allsea {"n":["Panthalassa"]}
Worldsea {"n":["Panthalassa"]}
netherlings {"n":["pants"]}
underkegs {"n":["underpants"]}
sheetmash {"n":["papier-mâché"]}
mashed sheet {"n":["mashed sheet"]}
yond- {"x":["trans-"]}
elderhood {"n":["parenting"]}
childrearing {"n":["parenting"]}
raising children {"n":["parenting"]}
a child {"n":["child"]}
flow of time {"n":["passage"]}
bour {"n":["farmer"]}
winged horse {"n":["pegasus"]}
cradle-witted {"n":["childish"]}
Seenlifen {"n":["phanerozoic"]}
life's eld {"n":["phanerozoic"]}
sun-king {"n":["pharaoh"]}
greathouser {"n":["pharaoh"]}
-lust {"x":["lust"]}
wortrowel {"n":["phloem tube"]}
-fear {"x":[]}
ringbit {"n":["phonon"]}
wonderbag {"n":["piñata"]}
sweetpot {"n":["piñata"]}
mashed firapple {"n":["piña colada"]}
waymaking {"a":["pioneering"]}
foremoving {"a":["pioneering"]}
foretrecking {"a":["pioneering"]}
highseareaver {"n":["pirate captain"]}
highseathief {"n":["pirate"]}
fet {"n":["plate"]}
-fold {"x":["-plex"]}
wall-thread {"n":["plumbline"]}
rainly {"a":["rainly"]}
watergall {"a":["pluvial"]}
inbreathedgroundashandsanddustsickness {"n":["dustsickness"]}
dusty-lung dree {"n":["dree"]}
egg-shell speak {"n":["truth-twisting"]}
gereckspeak {"n":["politically correct language"]}
thoughtful speak {"n":["speak"]}
heed-speak {"n":["heed-speak"]}
manyheadedness {"n":["manyheadedness"]}
thickness of settling {"n":["population"]}
huddlemete {"n":["population"]}
folkforsaming {"n":["folkforsaming"]}
folksgathering {"n":["populus"]}
afterbeing {"n":["postexistence"]}
the beyond {"n":["postexistence"]}
the great beyond {"n":["postexistence"]}
the next world {"n":["postexistence"]}
other world {"n":["afterlife"]}
the great unknown {"n":["postexistence"]}
afterwere {"n":["postman"]}
gearwere {"n":["posthuman"]}
beyond mankind {"n":["posthuman"]}
afterweredom {"n":["posthumanism"]}
gearweredom {"n":["posthumanism"]}
afterwrit {"n":["post"]}
mains brick {"n":["power supply"]}
athelbade {"v":["praught"]}
ready-built {"a":["prefabricated"]}
forewrought {"a":["prefabricated"]}
fore-timbered {"a":["prefabricated"]}
alreadiness {"n":["prepreparedness"]}
forefollow {"n":["prequel"]}
forebook {"n":["forebook"]}
foresaga {"n":["prequel"]}
nighseen {"n":["almost-seen"]}
arselust {"n":["proctophilia"]}
life-begetting {"a":["producing"]}
foreyiftish {"a":["foreseeing"]}
neb blindness {"n":["blindness"]}
lay aground before {"v":["prostrate"]}
hien {"v":["prostrate"]}
foreorfowl {"n":["protarchæopteryx"]}
first orbird {"n":["protarchæopteryx"]}
Ortheedish {"n":["Proto-Germanic"]}
Eretheedish {"n":["Proto-Germanic"]}
sloethorn {"n":["sloethorn"]}
-like {"n":["pseudo"]}
lease- {"n":[]}
mindwending {"a":["psychotropic"]}
Sweepfire {"n":["Purgatory"]}
Otherworld {"n":["Purgatory"]}
welktallow {"n":["purple"]}
nigh- {"x":["quasi-"]}
theedish intryst {"n":["nationalselfinterest"]}
sake of being {"n":["being"]}
sake of living {"n":["living"]}
lifesake {"n":["raison"]}
for life's sake {"n":["raison d'être"]}
lucky leaf {"n":["leaf"]}
lucky side {"n":["side"]}
unforeseen leaf {"n":["page"]}
unforeseen side {"n":["side"]}
luck-chosen leaf {"n":["luck-chosen leaf"]}
luck-chosen side {"n":["luck-chosen"]}
willcury trammet {"n":["random"]}
may-fall leaf {"n":["leaf"]}
new- {"x":["re-"]}
back- {"x":["re-"]}
and- {"x":["re-"]}
eft- {"x":["re-"]}
dawn upon {"v":["realize"]}
look back on {"v":["reflect"]}
as to {"p":["regarding"],"i":["regarding"]}
Fairemild {"n":["Reiwa"]}
Fairebond {"n":[]}
driem with {"v":["rejoice"]}
evenbliss {"v":["rejoice"]}
backwood {"n":["remote area"]}
wirelessly steered {"a":["remote steered"]}
clicker {"n":["remote"]}
andblowing {"n":["renaissance"]}
agenbirth {"n":["renaissance"]}
write back {"v":["rewrite"]}
edwrite {"v":["rescribe"]}
backbirth {"v":["respawn"]}
wrackful whoreshowing {"n":["whoreshowing"]}
umswing or umbswing {"n":["reversal"]}
arbrookdom {"n":["rhotacism"]}
r-brook {"n":["rhotacism"]}
arfully {"a":["rhotic"]}
r-ly {"a":["rhotic"]}
arfulness {"n":["rhoticity"]}
r-ness {"n":["rhoticity"]}
fleetway {"n":["river"]}
skins {"n":["cigarette-paper"]}
smoking-skins {"n":["rolling-paper"]}
weltshoes {"n":["roller skates"]}
welter shoes {"n":["shoes"]}
switchback {"n":["rollercoaster"]}
eightway {"n":["rollercoaster"]}
Roderick {"n":["Rurik"]}
holy oath {"n":["oath"]}
holy undertaking {"n":["undertaking"]}
forhallowing {"n":["Sacrament"]}
holy work {"n":["Sacrament"]}
holiwork {"n":["Sacrament"]}
hugbox {"n":["safe space"]}
frithyard {"n":["safe space"]}
Holy {"a":["Saint"]}
without {"p":["sans"],"i":["sans"]}
framescape {"n":["scaffholding"]}
turd-weevil {"n":["scarabaeus stercoreous"]}
dritelust {"n":["scatophilia"]}
harmglee {"n":["schadenfreude"]}
warkglee {"n":["schadenfreude"]}
Sleswick-Holsten {"n":["Sleswick-Holsten"]}
Sleswich-Holtset {"n":["Sleswich-Holtset"]}
Sleswy-Holsten {"n":["Schleswig-Holstein"]}
cunningtongue {"n":["scientific"]}
-seer {"x":["-scope"]}
merfiend {"n":["sea monster"]}
fivel {"n":["sea monster"]}
seekword {"n":["search word"]}
gleestool {"n":["seat"]}
samball {"n":["semisphere"]}
old folks {"n":["senior"]}
eldfolk {"n":["eldfolk"]}
eldman {"n":["elders"]}
the old {"n":["elderly"]}
all flesh {"n":["life"]}
yearseven {"n":["septennium"]}
yearsix {"n":["sexennium"]}
Way of the Gods {"n":["Shinto"]}
Waygoddom {"n":["Shinto"]}
Shintodom {"n":["Shinto"]}
Enlightfrith {"n":[]}
Enlightbliss {"n":["Shōwa"]}
Truefrith {"n":["Shōwa"]}
Truebliss {"n":["Shōwa"]}
Sickilish {"a":[]}
singster {"n":["singeress"]}
toolshape {"n":["skeuomorph"]}
toolshapely {"a":[]}
